,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
26,ATP Buenos Aires,argentina,2016-02-08,Giraldo S.,Cervantes I.,"Final result 2:0 (6:1, 7:5)",1.71,2.24,-2.5,1.99,1.83,+22.5,1.94,1.91
27,ATP Buenos Aires,argentina,2016-02-08,Montanes A.,Almagro N.,"Final result 0:2 (3:6, 3:6)",3.85,1.30,+3.5,2.03,1.83,+22.5,1.95,1.90
28,ATP Buenos Aires,argentina,2016-02-07,Bagnis F.,Rola B.,"Final result 2:0 (7:5, 6:1)",1.53,2.60,-3.5,2.08,1.76,+22,1.99,1.86
29,ATP Buenos Aires,argentina,2016-02-07,Montanes A.,Volandri F.,"Final result 2:0 (6:3, 6:4)",1.56,2.53,-3,1.96,1.89,none,none,none
30,ATP Buenos Aires,argentina,2016-02-07,Cecchinato M.,Arguello F.,"Final result 2:0 (6:3, 7:5)",1.64,2.34,-2.5,2.02,1.81,+22,1.93,1.92
31,ATP Buenos Aires,argentina,2016-02-07,Clezar G.,Elias G.,"Final result 0:2 (5:7, 69:7)",2.31,1.65,+1.5,2.00,1.82,+22.5,1.93,1.92
32,ATP Buenos Aires,argentina,2016-02-06,Volandri F.,Gonzalez M.,"Final result 2:1 (6:4, 4:6, 6:4)",2.28,1.67,-0.5,1.99,1.82,+21.5,1.93,1.93
33,ATP Buenos Aires,argentina,2016-02-06,Montanes A.,Pereira J.,"Final result 2:0 (7:65, 7:66)",1.42,3.01,-4,2.10,1.74,+21.5,1.93,1.92
34,ATP Buenos Aires,argentina,2016-02-06,Gimeno-Traver D.,Clezar G.,"Final result 0:2 (3:6, 2:6)",2.02,1.84,+0.5,1.90,1.89,+22,1.93,1.92
35,ATP Buenos Aires,argentina,2016-02-06,Bagnis F.,Cachin P.,"Final result 2:1 (6:2, 65:7, 6:0)",1.28,3.84,-4.5,1.91,1.94,+20.5,1.97,1.88
36,ATP Buenos Aires,argentina,2016-02-06,Cecchinato M.,Galarza J. I.,"Final result 2:0 (6:1, 6:2)",1.17,5.52,-5.5,2.05,1.81,+19.5,1.85,2.01
37,ATP Buenos Aires,argentina,2016-02-06,Lipovsek P. T.,Elias G.,"Final result 0:2 (2:6, 64:7)",5.66,1.16,+5,1.99,1.82,+20,1.96,1.89
38,ATP Buenos Aires,argentina,2016-02-06,Casanova H.,Rola B.,"Final result 0:2 (0:6, 2:6)",5.20,1.18,+5,1.97,1.88,+20,1.93,1.92
39,ATP Buenos Aires,argentina,2016-02-06,Collarini A.,Arguello F.,"Final result 0:2 (3:6, 66:7)",3.64,1.31,+4,1.99,1.86,+21.5,1.96,1.89
