,League,country,date,player1,player2,result,HomeAwayodd01,HomeAwayodd02,AHgames,AHodd01,AHodd02,OUgames,OUodds1,OUodds2
145,ATP Australian Open,australia,2018-01-13,Pospisil V.,Napolitano S. ,"Final result 2:1 (6:1, 65:7, 7:5)",1.31,3.60,-4,2.06,1.75,+22.5,1.96,1.89
146,ATP Australian Open,australia,2018-01-13,Sakharov G.,Ramanathan R. ,"Final result 0:2 (4:6, 610:7)",1.97,1.88,+0.5,1.88,1.93,+24.5,1.85,2.00
147,ATP Australian Open,australia,2018-01-13,Caruso S.,Gombos N. ,"Final result 2:1 (3:6, 6:3, 6:3)",3.16,1.38,+3.5,1.94,1.91,+22,1.93,1.92
148,ATP Australian Open,australia,2018-01-13,Paul T.,Tomic B. ,"Final result 1:2 (0:6, 7:65, 64:7)",3.18,1.38,+3.5,1.93,1.93,+22.5,1.99,1.86
149,ATP Australian Open,australia,2018-01-13,Sonego L.,Safwat M. ,"Final result 2:0 (6:3, 7:65)",1.41,3.03,-3.5,1.95,1.90,+22,1.99,1.86
150,ATP Australian Open,australia,2018-01-13,Hemery C.,Gonzalez A. ,"Final result 0:2 (3:6, 4:6)",1.70,2.21,-2.5,2.00,1.82,+22,1.86,1.99
151,ATP Australian Open,australia,2018-01-13,Bachinger M.,Duckworth J.,"Final result 2:0 (6:4, 6:4)",2.24,1.69,+1.5,1.99,1.86,+22.5,1.89,1.96
152,ATP Australian Open,australia,2018-01-13,Bemelmans R.,Galovic V.,"Final result 2:1 (5:7, 6:3, 7:5)",1.73,2.17,-1.5,1.94,1.91,+23,1.98,1.88
153,ATP Australian Open,australia,2018-01-13,Fritz T.,Bourgue M.,"Final result 1:2 (63:7, 6:0, 4:6)",1.18,5.14,-4,1.93,1.93,+21.5,1.90,1.95
154,ATP Australian Open,australia,2018-01-13,Popko D.,Ruud C.,"Final result 0:2 (5:7, 3:6)",3.65,1.31,+4,2.01,1.85,+21,1.91,1.94
155,ATP Australian Open,australia,2018-01-13,Lee D. H.,Dancevic F.,"Final result 2:1 (4:6, 7:68, 6:3)",1.71,2.20,-2,1.99,1.83,+22.5,1.97,1.88
156,ATP Australian Open,australia,2018-01-13,Escobedo E.,Giannessi A.,"Final result 2:0 (6:3, 6:2)",1.21,4.69,-4.5,1.93,1.93,+21,1.94,1.91
157,ATP Australian Open,australia,2018-01-12,Harrison C.,Polansky P.,"Final result 0:2 (2:6, 5:7)",2.87,1.45,+2.5,2.00,1.76,+22,1.94,1.91
158,ATP Australian Open,australia,2018-01-12,Fratangelo B.,Piros Z.,"Final result 2:0 (6:3, 6:4)",1.24,4.26,-4,1.90,1.95,+21,1.91,1.94
159,ATP Australian Open,australia,2018-01-12,Krstin P.,Halys Q.,"Final result 1:2 (6:4, 3:6, 0:6)",3.20,1.38,+3.5,1.94,1.83,+22,1.88,1.97
160,ATP Australian Open,australia,2018-01-12,Bhambri Y.,Taberner C.,"Final result 2:0 (6:0, 6:2)",1.17,5.45,-5,1.98,1.88,+20.5,1.95,1.90
161,ATP Australian Open,australia,2018-01-11,Bublik A.,King D.,"Final result 0:2 (5:7, 0:6)",1.94,1.91,-1,1.97,1.85,+22.5,2.00,1.86
162,ATP Australian Open,australia,2018-01-11,Wu D.,Brown D.,"Final result 1:2 (6:3, 4:6, 616:7)",2.32,1.65,+2,1.97,1.85,+22,1.86,1.99
163,ATP Australian Open,australia,2018-01-11,Munar J.,Travaglia S.,"Final result 2:0 (6:2, 6:2)",2.32,1.65,+1.5,2.04,1.78,+22,1.86,1.99
164,ATP Australian Open,australia,2018-01-11,Whittington A.,Safranek V.,"Final result 0:2 (2:6, 3:6)",1.47,2.80,-3.5,2.00,1.81,+22,1.95,1.90
165,ATP Australian Open,australia,2018-01-11,Kovalik J.,McDonald M.,"Final result 0:2 (2:6, 2:6)",2.26,1.68,+2,1.97,1.88,+22,1.91,1.94
166,ATP Australian Open,australia,2018-01-11,Kudla D.,Kamke T.,"Final result 2:0 (6:2, 7:5)",1.60,2.43,-2.5,1.95,1.90,+22,1.96,1.89
167,ATP Australian Open,australia,2018-01-11,Mousley B.,Ojeda L. R.,"Final result 2:1 (5:7, 6:3, 6:4)",2.47,1.58,+2.5,1.97,1.88,+22,1.86,1.99
168,ATP Australian Open,australia,2018-01-11,Novikov D.,Ymer E.,"Final result 1:2 (7:63, 3:6, 3:6)",2.64,1.52,+3,1.96,1.89,+22.5,1.91,1.94
169,ATP Australian Open,australia,2018-01-11,Hurkacz H.,Berrettini M.,"Final result 0:2 (65:7, 3:6)",2.57,1.54,+2,2.02,1.81,+23,1.93,1.93
170,ATP Australian Open,australia,2018-01-11,Petrovic D.,Novak D.,"Final result 1:2 (7:65, 4:6, 5:7)",2.28,1.67,+0.5,2.03,1.78,+22.5,1.96,1.89
171,ATP Australian Open,australia,2018-01-11,Hanfmann Y.,Kozlov S.,"Final result 1:2 (6:4, 62:7, 4:6)",1.64,2.33,-2.5,1.94,1.91,+22.5,1.97,1.88
172,ATP Australian Open,australia,2018-01-11,Norrie C.,Smith J. P.,"Final result 0:2 (4:6, 2:6)",1.53,2.61,-3.5,2.01,1.85,+22.5,1.98,1.88
173,ATP Australian Open,australia,2018-01-11,Kolar Z.,King K.,"Final result 0:2 (1:6, 62:7)",2.09,1.79,+0.5,1.99,1.83,+22,1.86,1.99
174,ATP Australian Open,australia,2018-01-11,Vatutin A.,Soeda G.,"Final result 0:2 (3:6, 0:6)",2.30,1.66,+0.5,2.00,1.81,+22,1.90,1.95
175,ATP Australian Open,australia,2018-01-11,Maamoun K.M.,Robert S.,"Maamoun K.M. retired (6:4, 2:6, 2:4)",3.84,1.28,+4,1.94,1.91,+21.5,1.92,1.93
176,ATP Australian Open,australia,2018-01-11,Gaio F.,Collarini A.,"Final result 1:2 (3:6, 7:64, 4:6)",1.67,2.28,-2.5,1.98,1.85,+22,1.91,1.94
177,ATP Australian Open,australia,2018-01-10,Ito T.,Ruud C.,"Final result 1:2 (6:4, 1:6, 4:6)",2.16,1.74,+1,2.01,1.81,+22,1.91,1.94
178,ATP Australian Open,australia,2018-01-10,Giannessi A.,Nagal S.,"Final result 2:1 (7:65, 3:6, 6:3)",2.63,1.52,+3,1.99,1.86,+22,1.95,1.90
179,ATP Australian Open,australia,2018-01-10,Fratangelo B.,Krueger M.,"Final result 2:0 (7:64, 6:3)",1.29,3.76,-4.5,2.10,1.74,+21,1.86,1.99
180,ATP Australian Open,australia,2018-01-10,Purcell M.,Popko D.,"Final result 0:2 (4:6, 64:7)",1.60,2.43,-3,1.99,1.86,+22,1.93,1.93
181,ATP Australian Open,australia,2018-01-10,Kecmanovic M.,Galovic V.,"Final result 1:2 (6:4, 65:7, 4:6)",1.78,2.10,-2.5,2.03,1.79,+22,1.90,1.95
182,ATP Australian Open,australia,2018-01-10,Dancevic F.,Menendez-Maceiras A.,"Final result 2:1 (3:6, 7:66, 6:3)",2.21,1.70,+1.5,1.99,1.83,+22.5,2.00,1.85
183,ATP Australian Open,australia,2018-01-10,Millot V.,Tomic B.,"Final result 0:2 (1:6, 3:6)",2.54,1.55,+2.5,2.04,1.79,+22,2.00,1.85
184,ATP Australian Open,australia,2018-01-10,Bemelmans R.,Majchrzak K.,"Final result 2:1 (7:5, 5:7, 7:5)",1.71,2.21,-2.5,2.01,1.82,+22,1.86,1.99
185,ATP Australian Open,australia,2018-01-10,Bagnis F.,Piros Z.,"Final result 1:2 (6:4, 67:7, 2:6)",1.69,2.23,-2,1.96,1.89,+22,1.86,1.99
186,ATP Australian Open,australia,2018-01-10,Escobedo E.,Andujar-Alba P.,"Final result 2:0 (6:2, 6:2)",1.30,3.72,-4,1.97,1.88,+21.5,1.85,2.00
187,ATP Australian Open,australia,2018-01-10,Trungelliti M.,Halys Q.,"Final result 1:2 (2:6, 7:5, 64:7)",2.26,1.68,+1.5,1.99,1.83,+22.5,1.94,1.91
188,ATP Australian Open,australia,2018-01-10,Monteiro T.,Sonego L.,"Final result 0:2 (5:7, 3:6)",1.93,1.93,-0.5,1.97,1.88,+22.5,1.88,1.98
189,ATP Australian Open,australia,2018-01-10,Zhang Z.,Lee D. H.,"Final result 1:2 (3:6, 6:3, 3:6)",1.58,2.46,-3,2.03,1.80,+22,1.93,1.93
190,ATP Australian Open,australia,2018-01-10,Brkic T.,Hemery C.,"Final result 0:2 (4:6, 5:7)",3.84,1.28,+4,1.99,1.86,+21.5,1.97,1.88
191,ATP Australian Open,australia,2018-01-10,Paul T.,Rola B.,"Final result 2:1 (63:7, 7:62, 7:65)",1.88,1.98,-1.5,2.04,1.83,+22,1.86,1.99
192,ATP Australian Open,australia,2018-01-10,Pavlasek A.,Krstin P.,"Final result 1:2 (6:3, 3:6, 63:7)",2.20,1.71,+1.5,1.98,1.88,+22,1.95,1.90
193,ATP Australian Open,australia,2018-01-10,Zopp J.,Safwat M.,"Final result 0:2 (4:6, 3:6)",1.44,2.89,-3.5,1.90,1.95,+21.5,1.89,1.96
194,ATP Australian Open,australia,2018-01-10,Sarkissian A.,Napolitano S.,"Sarkissian A. retired (7:65, 64:7, 0:4)",2.24,1.69,+1,2.01,1.79,+22,1.86,1.99
195,ATP Australian Open,australia,2018-01-10,Caruso S.,Ilkel C.,"Final result 2:0 (6:2, 6:4)",1.68,2.26,-2.5,1.98,1.84,+22,1.92,1.93
196,ATP Australian Open,australia,2018-01-10,Fritz T.,Groth S.,"Final result 2:1 (6:4, 3:6, 7:63)",1.24,4.33,-3.5,1.96,1.89,+23,1.89,1.96
197,ATP Australian Open,australia,2018-01-10,Monteiro J.,Taberner C.,"Final result 1:2 (2:6, 6:4, 5:7)",2.78,1.47,+3,1.98,1.88,+22,1.96,1.89
198,ATP Australian Open,australia,2018-01-10,Pospisil V.,Giustino L.,"Final result 2:0 (7:5, 7:65)",1.14,6.12,-5,1.99,1.86,+20,1.98,1.88
199,ATP Australian Open,australia,2018-01-10,Milojevic N.,Travaglia S.,"Final result 1:2 (4:6, 7:65, 4:6)",3.32,1.36,+3.5,2.03,1.78,+21.5,1.91,1.94
200,ATP Australian Open,australia,2018-01-10,De Greef A.,Bourgue M.,"Final result 1:2 (6:3, 3:6, 4:6)",2.46,1.58,+2,2.00,1.82,+22,1.93,1.93
201,ATP Australian Open,australia,2018-01-10,Harrison C.,Opelka R.,"Final result 2:0 (7:60, 7:68)",3.42,1.34,+3,1.95,1.90,+23,1.85,2.01
202,ATP Australian Open,australia,2018-01-10,Banes M.,Gombos N.,"Final result 1:2 (7:65, 4:6, 65:7)",2.71,1.49,+2.5,1.95,1.84,+22,1.88,1.98
203,ATP Australian Open,australia,2018-01-10,Munar J.,Arnaboldi A.,"Final result 2:0 (6:2, 6:4)",1.49,2.73,-3.5,2.05,1.78,+22,1.98,1.88
204,ATP Australian Open,australia,2018-01-10,Arevalo M.,Maamoun K.M.,"Final result 1:2 (2:6, 7:5, 5:7)",1.39,3.15,-4.5,2.11,1.77,+21,1.88,1.93
205,ATP Australian Open,australia,2018-01-10,Bhambri Y.,Schnur B.,"Final result 2:1 (1:6, 6:3, 6:4)",1.49,2.73,-3,1.96,1.89,+22,1.86,1.99
206,ATP Australian Open,australia,2018-01-10,Sakharov G.,Leshem E.,"Final result 2:0 (7:64, 6:4)",1.31,3.67,-4.5,2.09,1.74,+21,1.88,1.93
207,ATP Australian Open,australia,2018-01-10,Elias G.,Kovalik J.,"Final result 0:2 (2:6, 2:6)",2.15,1.75,+1,1.99,1.84,+22.5,1.96,1.89
208,ATP Australian Open,australia,2018-01-10,Robert S.,Ofner S.,"Final result 2:0 (7:65, 7:5)",1.86,1.99,-1,1.98,1.84,+22.5,1.99,1.86
209,ATP Australian Open,australia,2018-01-10,McDonald M.,Rubin N.,"Final result 2:0 (6:1, 6:0)",2.26,1.68,+1.5,2.00,1.82,+22,1.91,1.94
210,ATP Australian Open,australia,2018-01-10,Domingues J.,Polansky P.,"Final result 0:2 (62:7, 4:6)",4.64,1.22,+5,2.01,1.85,+20.5,2.00,1.85
211,ATP Australian Open,australia,2018-01-10,Jasika O.,Duckworth J.,"Final result 0:2 (2:6, 4:6)",1.96,1.89,-1,1.98,1.84,+22.5,1.99,1.86
212,ATP Australian Open,australia,2018-01-10,Stakhovsky S.,Bachinger M.,"Final result 1:2 (6:4, 64:7, 3:6)",1.67,2.28,-2.5,2.02,1.80,+22.5,1.90,1.95
213,ATP Australian Open,australia,2018-01-10,Klahn B.,Ramanathan R.,"Final result 1:2 (7:66, 63:7, 2:6)",1.73,2.17,-2,2.05,1.78,+23,1.96,1.89
214,ATP Australian Open,australia,2018-01-10,Ojeda L. R.,Vanni L.,"Final result 2:1 (7:68, 3:6, 6:3)",1.89,1.96,-1,1.97,1.85,+22,1.85,2.01
215,ATP Australian Open,australia,2018-01-10,Collarini A.,Souza J.,"Final result 2:1 (65:7, 6:2, 6:4)",2.69,1.50,+2.5,2.03,1.79,+22,1.86,1.99
216,ATP Australian Open,australia,2018-01-10,Gonzalez A.,Basic M.,"Final result 2:0 (7:62, 6:2)",3.45,1.34,+3.5,2.15,1.75,+22,1.90,1.95
217,ATP Australian Open,australia,2018-01-10,Soeda G.,Otte O.,"Final result 2:0 (6:3, 7:65)",2.10,1.78,+0.5,2.01,1.81,+22,1.91,1.94
218,ATP Australian Open,australia,2018-01-10,Broady L.,Berrettini M.,"Final result 1:2 (7:5, 3:6, 65:7)",2.63,1.52,+2,2.05,1.74,+22.5,1.89,1.96
219,ATP Australian Open,australia,2018-01-10,Cecchinato M.,Mousley B.,"Final result 0:2 (3:6, 63:7)",1.97,1.88,-1,2.03,1.80,+23,1.95,1.87
220,ATP Australian Open,australia,2018-01-10,Hanfmann Y.,King E.,"Final result 2:0 (6:1, 7:68)",1.52,2.64,-3,1.99,1.86,+22,1.85,2.01
221,ATP Australian Open,australia,2018-01-10,Laaksonen H.,Gaio F.,"Final result 0:2 (4:6, 3:6)",1.25,4.20,-4.5,2.08,1.79,+21.5,1.99,1.86
222,ATP Australian Open,australia,2018-01-10,Whittington A.,Mmoh M.,"Final result 2:0 (7:62, 6:1)",2.86,1.45,none,none,none,+21.5,1.88,1.98
223,ATP Australian Open,australia,2018-01-10,King D.,Polmans M.,"Final result 2:0 (6:2, 7:63)",1.60,2.41,none,none,none,+22,1.93,1.93
224,ATP Australian Open,australia,2018-01-10,Matosevic M.,Novikov D.,"Final result 0:2 (3:6, 63:7)",1.63,2.36,-2.5,1.98,1.88,+22,1.86,1.99
225,ATP Australian Open,australia,2018-01-10,Ivashka I.,Novak D.,"Final result 1:2 (4:6, 6:4, 65:7)",1.40,3.07,-4,1.99,1.87,+21,1.93,1.93
226,ATP Australian Open,australia,2018-01-10,Mahut N.,Petrovic D.,"Final result 0:2 (64:7, 3:6)",1.21,4.68,-4.5,2.08,1.79,+21.5,1.93,1.93
227,ATP Australian Open,australia,2018-01-10,Vatutin A.,Jung J.,"Final result 2:1 (6:1, 5:7, 6:2)",1.86,1.99,-1.5,2.05,1.81,+22,1.86,1.99
228,ATP Australian Open,australia,2018-01-10,De Schepper K.,Ymer E.,"Final result 0:2 (2:6, 62:7)",1.83,2.03,-1,1.96,1.85,none,none,none
229,ATP Australian Open,australia,2018-01-09,Gabashvili T.,Hurkacz H.,"Final result 1:2 (3:6, 6:3, 3:6)",3.36,1.35,+3.5,1.99,1.86,+22,1.94,1.91
230,ATP Australian Open,australia,2018-01-09,Gunneswaran P.,Kamke T.,"Final result 1:2 (6:4, 1:6, 2:6)",2.39,1.61,+2,2.02,1.79,+21.5,1.96,1.89
231,ATP Australian Open,australia,2018-01-09,Safranek V.,Olivo R.,"Final result 2:0 (7:62, 6:2)",2.08,1.79,+0.5,1.98,1.88,+22,1.86,1.99
232,ATP Australian Open,australia,2018-01-09,Bublik A.,Oliveira G.,"Final result 2:1 (6:3, 1:6, 6:3)",1.35,3.36,-4,1.94,1.91,+21.5,1.97,1.88
233,ATP Australian Open,australia,2018-01-09,Carballes Baena R.,Kudla D.,"Final result 0:2 (3:6, 5:7)",2.63,1.52,+2.5,2.03,1.79,+22,1.98,1.88
234,ATP Australian Open,australia,2018-01-09,King K.,Ignatik U.,"Final result 2:0 (7:62, 6:2)",1.99,1.86,+0.5,1.88,1.93,+23,1.91,1.94
235,ATP Australian Open,australia,2018-01-09,Kolar Z.,Uchiyama Y.,"Final result 2:0 (7:65, 6:4)",2.02,1.84,-2,2.00,1.83,+22,1.86,1.99
236,ATP Australian Open,australia,2018-01-09,Kozlov S.,Ellis B.,"Final result 2:1 (7:63, 4:6, 7:63)",1.22,4.52,-4.5,1.98,1.88,+21,1.89,1.96
237,ATP Australian Open,australia,2018-01-09,Norrie C.,Peliwo F.,"Final result 2:1 (6:1, 64:7, 6:4)",1.29,3.84,-4.5,2.05,1.81,+20.5,1.88,1.97
238,ATP Australian Open,australia,2018-01-09,Wu D.,Kelly D.,"Final result 2:0 (6:1, 7:63)",1.88,1.98,-1,1.99,1.83,+22,1.95,1.90
239,ATP Australian Open,australia,2018-01-09,Andreozzi G.,Brown D.,"Final result 1:2 (3:6, 6:3, 3:6)",2.04,1.83,+0.5,1.93,1.88,+22.5,1.98,1.88
240,ATP Australian Open,australia,2018-01-09,Setkic A.,Smith J. P.,"Final result 1:2 (2:6, 7:65, 3:6)",3.16,1.38,+3,2.08,1.76,+22,1.88,1.97
